en,ar,source,type,section,confidence,hash
Garre's disease (sclerosing nonsuppurative osteomyelitis),داء غاريه التهاب العظم والنقي المصلب,dictionaries_master,term,,high,f616c503276ec17ced5eb59137f42ef8
arteriae bronchiales (rami bronchiales aortae thoracicae),الشرايين القصبية الفروع القصبية للأبهر,dictionaries_master,term,,high,932917ad9b8d061c8dee79972305ee5e
circular insanity (alternating manic-depressive disorder),جنون دوروي الاضطراب الهوسي الاكتئابي,dictionaries_master,term,,high,7fc85f98b1f22b34e3e528f9ce4d27a9
cisterna fossa Sylvii (cisterna fossa lateralis cerebri),صهريج حفرة سيلفيوس صهريج الحفرة الجانبية,dictionaries_master,sentence,,high,48fb9eb72f6a69021e8f48afcc38b518
glandular foramen o Morgagni (foramen caecum linguae NA),الثقبة الغدية المورغانية الثقبة العوراء,dictionaries_master,sentence,,high,b28ac8e9b60d7a509f0ce4dd23e864c3
tunica vaginalis communis (testis et funiculi spermatici),الغلالة الغمدية المشتركة للخصية والحبل,dictionaries_master,sentence,,high,ef163a79537e91c35e833c6bc7ef485f
o:FRCVS (Fellow of th Roya College o Veterinar Surgeons),مختصر زميل الكلية الملكية للجراحين,dictionaries_master,sentence,,high,54d582a8ffe3e0d435c90e6de4e48362
o:aponeurosis of occipitofrontal muscle (galea aponeurotica),سفاق العضلة الجبهية القذالية الخوذة,dictionaries_master,term,,high,2f6f5f4454035bbb97b75af0dcbe1f5e
o;interstitial cell-stimulating hormone (luteinizing hormone),هرمون منبه للخلايا الخلالية الهرمون,dictionaries_master,term,,high,0574b516c95c930aa9bd3e9f3814643e
o;malpighian bodies of spleen (folliculi lymphatici lienales),أجسام مالبيغي في الطحال جريبات لمفية,dictionaries_master,sentence,,high,edf248262a608673399bf587d9a00f33
o;suspensory ligament of bladder (®plica umbilicalis mediana),الرباط المعلق للمثانة الثنية السرية,dictionaries_master,sentence,,high,fb3bacdff1f18a7e80794793b59bfe81
o;suspensory ligament of spleen (®ligamentum phrenicolienale),الرباط المعلق للطحال الرباط الحجابي,dictionaries_master,term,,high,856bb5071fb53092b7b33523be970263
Luschka's cartilage (cartilago sesamoidea ligamenti vocalis),غضروف لوشكا الغضروف السمسماني للحبل,dictionaries_master,term,,high,9f11122685528a5d2e3e3d653ee4ca1f
Wernicke's disease (inflammatory hemorrhagic encephalopathy),داء فيرنيكه اعتلال الدماغ النزفي,dictionaries_master,term,,high,67e2c56c6c30529631a6c049fa32ea43
o>ligamentum caudale integumenti communis (®retinaculum caudale),الرباط الذنبي الجلدي الأصلي القيد,dictionaries_master,term,,high,e1d08542551aa830cca28eed21ede208
o>ligamentum laciniatum (®retinaculum musculorum flexorum pedis),الرباط المشرشر قيد العضلات المثنية,dictionaries_master,term,,high,bcba60fa91548a6eb8b50837c469a45b
o>ramus glandularis posterior arteriae thyreoideae superioris NA,الفرع الغدي الخلفي للشريان الدرقي,dictionaries_master,sentence,,high,f905fa296d37aa2fd84bd833d2594377
Lissauer's paralysis (apoplectiform type of dementia paralytica),شلل ليساور الخرف الشللي السكتي,dictionaries_master,sentence,,high,b5552d7dcc2d715238d4cb189dee16de
Bchronic lymphadenoid thyroiditis (chronic lymphocytic thyroiditis),التهاب الدرقية اللمفاوي الغدي,dictionaries_master,term,,high,ef5b8e6e06b1c7e5c5d0120da16ecff8
obducents;obducent cartilage,غُضْروفٌ مَفْصِلِيّ,dictionaries_master,term,,high,33886775320f99c61ab804aa2961b96d
obesitassobesity,سِمْنَة,dictionaries_master,term,,high,c2365946fc920aec330246b7bc1350d8
obesities Robey,فِعْل : يطيع .,dictionaries_master,term,,high,d0dc1f9702a20882e67ca9253b26cf10
oblongata$medulla of bone,نِقْي,dictionaries_master,term,,high,cd916890af2de376371bb8e4b858a140
obturatorpouch:obturator spine,الشَّوكَةُ السِّدادِيَّة,dictionaries_master,term,,high,07939cd7f9171bd2cee0aaf634c8cc44
obturators`obturator canal of pubic bone,نَفَقُ المُسِدَّةِ لعَظْمِ العانَة,dictionaries_master,term,,high,35c04add21fe2d840a022bde71f2b815
obturatorsaobturator canal of pubic bone,نَفَقُ المُسِدَّةِ لعَظْمِ العانَة,dictionaries_master,term,,high,2f9b72fe3e2fbf90a464085183038d3d
occipital Zsquamo-occipital bone,العَظْمُ الصَّدَفِيُّ القَذالِيّ,dictionaries_master,term,,high,e4a370617c371f7657104346389d5a45
occipital_squamo-occipital bone,العَظْمُ الصَّدَفِيُّ القَذالِيّ,dictionaries_master,term,,high,da3c53233064962f3bd228637865ca9a
occipitalffronto-occipital diameter,القُطْرُ الجَبْهِيُّ القَذالِيّ,dictionaries_master,term,,high,aba7e411a74274a7fc5c9c40cfd51942
occipitalkspheno-occipital cartilage,الغُضْروفُ الوَتَدِيُّ القَذالِيُّ,dictionaries_master,term,,high,3b3a4ff18493a365b8bc6586893723b4
occipitalocervico-occipital neuralgia,أَلَمٌ عَصَبِيٌّ رَقَبِيٌّ قَذالِيّ,dictionaries_master,term,,high,20d89a17fd4a47b613cdc62c1413f878
occipitalgroovel occipital part of occipital bone,الجُزْءُ القَذالِيُّ للعَظْمِ القَذالِيّ,dictionaries_master,term,,high,46b4aa57cb60a1f548146e1aab7005a1
occipitalprocess of occipital bone\occipital,العَضَلَةُ القَذالِيَّة (القسم الخلفي من العضلة القذالية الجبهية),dictionaries_master,term,,high,fdaa9e85caa421bd755dec359724da19
ochrometer,مِقْياسُ الشُّ,dictionaries_master,term,,high,467f189f4a9c65c879014bbca7b91d2e
ochronosis]pseudo-ophthalmoplegia,شَلَلٌ عَينِيٌّ كاذِب,dictionaries_master,term,,high,689c287b89aa2901b234612fb72f50f6
odontalgia,وجع / الم /,dictionaries_master,term,,high,47ffa09df22793598fd11206ba163035
odontalgia Baero-odontodynia,أَلَمُ الأَسْنانِ الطَيَرَانيّ,dictionaries_master,term,,high,de6d09d88ee52b099efddb299ba0fe0f
odontocele,قِيْلَةٌ سِنِّيَّةٌ,dictionaries_master,term,,high,ded9a83b6a29151187770a270b29c70a
odontocyte,خَلِيَّةٌ سِنِّيَّة,dictionaries_master,term,,high,e483f7bdd4ba3e01ca818a9255e07476
odontotomy,بَضْعُ السِّنّ,dictionaries_master,term,,high,e06e32ee945ad159c370eedc10080c18
odorimeter,مِقْياسُ الرَّوائِح,dictionaries_master,term,,high,dbd0f5844955090985bfb48424c084ac
odorometer,مقياس شدة,dictionaries_master,term,,high,5a9020a8782df0091c7c90f3a93ddb5f
odynometer,مِقْياسُ الأَلَم,dictionaries_master,term,,high,9da8d68e4204f8ff69a27ad7d3c21298
oedematismalign<Bacillus pneumoniae,العَصَوِيَّةُ الرِّئَوِيَّة,dictionaries_master,term,,high,ca126a9730ae22f507369028e6187c6c
ohmammeter,مِقْياسُ الأومِ و الأَمْ,dictionaries_master,term,,high,1f4f1139233f7c8ab5b0606598d06c6a
oleograph,صورة مطبوعة,dictionaries_master,term,,high,bf4553a88f005583295015f90c7254ab
oleometer,مِقْياسُ الزَّيْت,dictionaries_master,term,,high,2bed8ab74314ad08812972269bcbc9c5
olfactory?olfactory organ,)تش‌.( عضو بويائي‌ ، اندام‌ بويائي‌,dictionaries_master,term,,high,1ca3c8fe546f9438e7dbc4b5e8bbc995
olfactorybulb;olfactory cortex,القِشْرَةُ الشَّمِّيَّة,dictionaries_master,term,,high,33a2868281b8b602f4173faf9e4d0b9c
oligoblast,أَرومَةٌ قَليلَةُ التَّغَضُّن,dictionaries_master,term,,high,b57a49f9ca1c7aa9c5a802f1a561a4ab
omentopexy,تَثْبيتُ الثَّرْب,dictionaries_master,term,,high,f73272f07cc2bbfa19e174f09d695289
omentopexy Lcardioaccelerator,مُسَرِّعُ القَلْب ; مُعَجِّلُ القَلْب,dictionaries_master,term,,high,0b987c8adf8f38f6ddebcf8113df8c3c
omentotomy,بَضْعُ الثَّرْب,dictionaries_master,term,,high,51b93d259f9aa85d153bf2f35fc14908
omeprazole,أوميبرازول (دواء مثبِّط لإفراز حمض المعدة),dictionaries_master,term,,high,2ad933cf4e022e846d4b95356340236c
on pain of,â´آنءèءصâ·ة¶ض§ (µزآ),dictionaries_master,term,,high,4fa11906c498d7c8f62b1e548299b269
oncometer,مِقْياسُ التَّحَجُّم,dictionaries_master,term,,high,45a6d68b606ecfc8b53a13ae86fa9eee
ondometer,مِقْياسُ التَّمَوُّج,dictionaries_master,term,,high,a179defd09505f832d71408377c4217e
ondometersd one gene - one enzyme hypothes,فَرَضِيَّةُ جينٍ لكُلِّ إِنْ,dictionaries_master,sentence,,high,e09642005491c38954cb22b8166f8de2
ondometersl one gene - one enzyme hypothes,فَرَضِيَّةُ جينٍ لكُلِّ إِنْ,dictionaries_master,sentence,,high,d7a669f13cd589003369ac3382103eb2
one-eyed,أَبْخَق ; أَبْخَق ; بَخْقاء ; بَخْقاؤ ; بَخْقائ ; أَعْوَر ; أَعْوَر ; عَوْراء ; عَوْراؤ ; عَوْرائ ; عُور,dictionaries_master,term,,high,25c34796550e3e014b42b02bbcdc73bb
one-stageprothrombin time testonestage Mone-tailed test,اخْتِبارٌ وَحيدُ الذَّيل (في الإحصاء),dictionaries_master,term,,high,c65047a5157a81b7c28d12c796af1b21
one-stageprothrombin time testonestage Rone-tailed test,اخْتِبارٌ وَحيدُ الذَّيل (في الإحصاء),dictionaries_master,term,,high,6cf56b7e79457da86c6cb9927c8598d8
one-tailedonetailed one-way mixed lymphocyte culture,مَزْرَعَةٌ مَمْزوجَةٌ وَحيدَةُ الاتِّجاهِ للِّمْفاوِيَّات,dictionaries_master,term,,high,cf77c59652e42fffb4e5471a8d65913c
one-tailedtestonetailed one-way mixed lymphocyte culture,مَزْرَعَةٌ مَمْزوجَةٌ وَحيدَةُ الاتِّجاهِ للِّمْفاوِيَّات,dictionaries_master,term,,high,9ab594fb22bf86a69bc5d6ae383284f5
onion skin,ورق,dictionaries_master,term,,high,619c4c00a0fa13098eb2370c2641b038
onkinocele,قِيلَةُ غِمْدِ الوَتَر,dictionaries_master,term,,high,93636f3231abb7ebc07a7959f95f1a65
onychalgia,أَلَمُ الظُّفُر,dictionaries_master,term,,high,54176c3cdc3f2e5c8b44b7096cec857f
onychotomy,بَضْعُ الظُّفُر,dictionaries_master,term,,high,86e5daf367505330d8e7cfe0c78a2d7e
ooogonium,"(âح'حذâ،à¹صآء) n. à«إإىت×؛¾ر¹¸طى·صè¨ذثإزآà»ç¹oocyte(´ظ),à«إإىت×؛¾ر¹¸طىµراàءصآ¢ح§¾×ھ thallophytes ؛ز§ھ¹ش´ ¤سبر¾·ىآèحآ: oogonial adj. oogonial adj.",dictionaries_master,term,,high,ee11055f7f43ec9e1426422aa3ce771a
oophoritis Isclero-oothecit,الْتِهابُ المَبِيْضِ التَّصَلُّبِيّ,dictionaries_master,term,,high,229033ad7a0f47115b04008b5ee3614f
oophoritis Jsalpingo-oophorocele,قيلَةٌ بُوقِيَّةٌ مَبِيْضِيَّة,dictionaries_master,term,,high,93f7ca7cf9522c9b531574ff2cff4700
oophoritis Upyosalpingo-oothecit,الْتِهابُ البوقِ و المَبيضِ القَيحِيّ,dictionaries_master,term,,high,0083bd0227ddd05b1d33ea3d04f2b3e0
oothecitis>sclero-optic,صُلْبَوِيٌّ بَصَرِيّ,dictionaries_master,term,,high,92c409310aa9243a380c9dd79892db99
oothecitis`salpingo-oothecocele,قيلَةٌ بُوقِيَّةٌ مَبِيْضِيَّة,dictionaries_master,term,,high,5b4c03d43a0dac0b88d041ebcf177ef1
oothectomy,اسْتِئْصالُ المَ,dictionaries_master,term,,high,bbe1889d0ddf495be0c2249d87567ec0
open joint,مفصل مفتوح في,dictionaries_master,term,,high,c514bab2b977e3fff307697f6a63de72
oper eyed,مراقب‌ ،,dictionaries_master,term,,high,9625504f24983ad82f4638eb148045ed
operating Operatic,مربوط به‌,dictionaries_master,term,,high,e1ab74725ba8711ef61bbf24a63ac737
"operating""self operative",خود,dictionaries_master,term,,high,127027c7329021902cb07092ca279222
operating-operating system,)os(سيستم‌ عامل‌,dictionaries_master,term,,high,e3bece01efdfbd6e163b168757ca0e3c
operation,عَمَلِيَّة,dictionaries_master,term,,high,1f79b1d19c232d797ba11558865b61e9
operationn ary,Nتائي‌,dictionaries_master,term,,high,264fcfad49117c3dbacf136b156aeb15
operation$operation code,رمزالعمل‌,dictionaries_master,term,,high,a12bab89786250020f065fd57603f240
operation.Operatio Analys,تحليل‌ عملكرد، عمل‌ كاوي‌,dictionaries_master,term,,high,1ad26d37f06a3e973d0192370cce9c5c
operative,صِفَة : فعّال . مؤثر . نافذ المفعول . جراحيّ اسْم : عامل,dictionaries_master,term,,high,307a7a4016a8973b3e59039645b3df2b
operativesoperator,مُشَغِّل,dictionaries_master,term,,high,42541b28d9ce54298ccee1bf1821da15
operatives Goperative dentistry,طِبُّ الأَسْنانِ الجِراحِيّ,dictionaries_master,term,,high,c933e5fdc736f4e3979490f1f5f43e8c
operatize,حول إلى,dictionaries_master,term,,high,d6ccc3b17db464ad0bdf1e655852b137
operator Operato Command,فرمان‌ متصدي‌,dictionaries_master,term,,high,c9fc739e5d81bfdc7a9e0468c27eef67
operators-operator loc,مَوضِعٌ عامِل,dictionaries_master,term,,high,916c94e4b876a82c5269416619070d85
operators\operetta,اسْم : الأوبريت وهو أوبرا قصيرة,dictionaries_master,term,,high,fa72a434bda591992e117d70b1445d91
operatory,غُرْفَةُ عَمَلِيَّاتِ الأَسْنان (في بريطانيا),dictionaries_master,term,,high,eb9597cef4268574684793908f856984
operculumn!cerebral yokes of bone of cranium,المَلاَحِمُ المُخِّيَّةُ لعِظامِ القِحْف,dictionaries_master,term,,high,e69193d50d7547f575f5794d99eca963
opsialgia,أَلَمٌ عَصَبِيٌّ وَجْهِيّ,dictionaries_master,term,,high,47595502cf19860eb959004a6f75a762
opsiometer,مِقْياسُ البَصَر,dictionaries_master,term,,high,fef070c9739926b525b699c10f1fb71b
optimeter,مِقْياسُ البَصَر,dictionaries_master,term,,high,aca0f163af2237ea12f273312b5e14d9
optoblast,أَرُوْمَةٌ بَصَرِيَّةٌ (خَلِيَّةٌ عُقْدِيَّةٌ شَبَكِيَّة),dictionaries_master,term,,high,ce9f9a38dde503ef85c921837a9eb606
optometer,مِقْياسُ البَصَر,dictionaries_master,term,,high,c0dda17d79f493bf3243fdd3f085a27b
oralogies Uorbicular muscle of mouth,عَضَلَةُ الفَمِ الدُوَيْرِيَّة,dictionaries_master,term,,high,b2e0b83d0351bc56c7b73f2fcdae3121
orbicular.cochleostomy,فَغْرُ القَوقَعَة,dictionaries_master,term,,high,f377cc7a570bf703901eeb13050d498f
orbitotomy,بَضْعُ الحَجَاج,dictionaries_master,term,,high,1c0d9ab7b31e2511e4f3cd1d7542e981
orchalgia,أَلَمُ الخُصْيَة,dictionaries_master,term,,high,f61691beb055a9e2cdb7e1395514e725
orchialgia,أَلَمُ الخُصْيَة,dictionaries_master,term,,high,d87317f65bc6494a6f68cba291cad7c6
orchiocele,فَتْقٌ صَفَنِيّ,dictionaries_master,term,,high,ac8d983734c02009dc6dcf2b0ce5c6e8
orchiopexy,تَثْبيتُ الخُصْيَة,dictionaries_master,term,,high,049a2c2a7e544d9f4368d8901b257364
orchiotomy,بَضْعُ الخُصْيَة,dictionaries_master,term,,high,eee040dc81d4d3637ca9d8d48a472640
orchotomy,بَضْعُ الخُصْيَة,dictionaries_master,term,,high,d31855954015fd4f01701dcfc1d208ce
organdi,صِفَة : عُضْوِيّ,dictionaries_master,term,,high,0b511a290d307803c24fa04d9ce38bba
organdies<organic,صِفَة : عُضْوِيّ,dictionaries_master,term,,high,33a56f3a1e036d640da9ea3c32ab8e1a
organelle,عُضَيّ [ج: عُضَيَّات],dictionaries_master,term,,high,8e018a10937e4f758db198d30e41db25
organell,عُضَيَّات,dictionaries_master,term,,high,3bff20661c5726d39cbaff8c2425f72e
organic a.,حمض,dictionaries_master,sentence,,high,5d1840b97152889c97bdc0863060c587
organic d.,صمم,dictionaries_master,sentence,,high,29a8f3aa081d7dcf81e65ffa7f990fb6
organicism,النَّظَرِيَّةُ العُضْوِيَّة,dictionaries_master,term,,high,f835d9ae3334aff11230b12d2d774eca
organicist,مُعْتَقِدُ النَّظَرِيَّةِ العُضْوِيَّة,dictionaries_master,term,,high,c5c71730c20eff23ebb7b998480a4bdc
organiser,"(ححأى'،ذن¹à«حذ) n. ¼ظéأا؛أاء,ل؟éء¨ر´لآ،",dictionaries_master,term,,high,c864baeb49ee500e8c71a7f7d2db92c2
organisms.organo,سابقة بمعنى عُضْو ; عُضْوِيّ,dictionaries_master,term,,high,d4d29fcc4213b6c8b3842b3d7eeb0cec
organisms/organization,تَعَضٍّ (تَعَضِّي),dictionaries_master,term,,high,fd3b5c1c601da8e6c8222630cacf3c65
organisms Zorganist,اسْم : الأرغنيّ . العازف على,dictionaries_master,term,,high,2b6981967c53d7c18e92d3215c54f0cf
organists\organization,اسْم : تنظيم . نظام . منظَّمة,dictionaries_master,term,,high,dad0d8900b76fa0a19eb3ffa1e0a2f84
organize,سازمان‌ دادن‌، متشكل‌ كردن‌ سازمان‌ دادن‌، تشكيلات‌ دادن‌، درست‌ كردن‌، سرو صورت‌,dictionaries_master,term,,high,72647f4f3f55afbecb26f646cfdf5de3
organized,منظم ، مدبر ،,dictionaries_master,term,,high,1218d0b47418f274b09c1b0aee3ce4e2
organizer,منظم ، مرتب,dictionaries_master,term,,high,e29c041cd166ac65d662f4c3e23257d5
organizers-organo-,سابقة بمعنى عُضْو ; عُضْوِيّ,dictionaries_master,term,,high,55ad0ba641dbfcb56bc7634d3bf3bfd2
organizing,COMPUTER قدرة النظام على ترتيب هيكله.,dictionaries_master,term,,high,7d1ac2e7cb2cabd17aed92f377dd6cfc
organogel,هُلامَةٌ عُضْوِيَّة,dictionaries_master,term,,high,74f065234f691cd2958b235f56c930c8
organogeny,تَخَلُّقُ الأَعْ,dictionaries_master,term,,high,fc224e285a4243069358c0923930bcaf
"organoids""organoleptic",حاسٌّ,dictionaries_master,term,,high,9dacea2bf747729cc6636f3faefc38a8
organology,عِلْمُ الأَعْ,dictionaries_master,term,,high,abdb8142717c15b4294c02d588c8573c
organomas/organomegaly,ضَخامَةُ الأَعْ,dictionaries_master,term,,high,84f871bf9f90078c140ed314e979ca6d
organonomy,قَوِانينُ الأَحْيَاء,dictionaries_master,term,,high,6d3c8125beb924cda7b51afd78fa055f
organopexy,تَثْبيتُ العُضْو,dictionaries_master,term,,high,88122f5dfc90811420cac2236435ceed
organosol,حُلاَلَةٌ عُضْوِيَّةٌ,dictionaries_master,term,,high,d479b2f264407715ba5b457e6cedee6f
organosols-organotax,انْجِذابٌ عُضْوِيّ,dictionaries_master,term,,high,8d4d0032cd5fb34b7ba3b6b0b4d65393
organzine,ابريشم‌ تابيده‌ ، قيط‌ان‌ ابريشمي‌ ، ابريشم‌ باقي‌,dictionaries_master,term,,high,7b47940c6ce441a401a48c9ae1e47cf7
orrhorrhea,ثَرٌّ مَصْلِيّ,dictionaries_master,term,,high,12e2a1414dad94c93c13e6d24ce374b3
orthometer,مِقْياسُ الجُ,dictionaries_master,term,,high,d6f31f8f69afa174d8c544e8f7a87033
orthoscope,مِنْظارُ أَخْيِلَةِ العَينَين,dictionaries_master,term,,high,500ddc86ac018b20ce9a8992ad12ac27
orthoscopy,تَنْظيرُ أَخْيِلَةِ العَينَين,dictionaries_master,term,,high,25ea52348291fcc22e18d44754e0d6fb
orthotists F,"1. mouth 2. ostium 3. bone الفَم , فوهَة , عَظْم",dictionaries_master,term,,high,32f4c48bb559e3dc982f8cff3c2dce63
os unguiss?os uteri externum,الفُوْهَةُ الرَّحِمِيَّة,dictionaries_master,term,,high,2b4a2d8557aedb3b7ae121828d701a1d
oscheocele,قِيلَةٌ صَفَنِيَّة,dictionaries_master,term,,high,7400c95d8a4291d0853b077ff13168b4
osmoscope,مِكْشافُ الرَّائِحَة,dictionaries_master,term,,high,58cab67f508f21bdbd95898be8ca81a4
osphyotomy,بَضْعُ القَطَن,dictionaries_master,term,,high,dfc5fda10bbf91e2ded062550c1bc769
ostealgia,أَلَمٌ عَظْمِيّ,dictionaries_master,term,,high,1617d2f8cb059344cc96910ee9e29ee3
ostectomy,اسْتِئْصالُ العَظْم,dictionaries_master,term,,high,a191b49338c7364413e0e251f89977b8
osteitis,سابقة بمعنى العَظْم,dictionaries_master,term,,high,03e7551a917695f232a9cc30fd49ca7c
osteoblast,بَانِيَةُ العَظْم [خلية],dictionaries_master,term,,high,0d286ec9cb6973a2f212a19f2a43cf8c
osteocele,قِيْلَةٌ عَظْمِيَّة,dictionaries_master,term,,high,b07a4d71d2b5ed35786bb1f09763157c
osteoclast,ناقِضَةُ العَظْم,dictionaries_master,term,,high,6b3c3f4f4c5a30c9a027e32f776de366
osteocyte,خَلِيَّةٌ عَظْمِيَّة,dictionaries_master,term,,high,42de2ce8c987774ead29e0a3458d82e1
osteogenic Knon-zinc alloy,خَلِيْطَةٌ خَالِيَةٌ مِنَ الزَّنْك,dictionaries_master,term,,high,b79d4ac0c2f75eb22e8a92ce49ede1d1
osteopenia,قِلَّةُ العَظْم,dictionaries_master,term,,high,85b284b26433b36692b346615f16ae4d
osteotomy,قَطْعُ العَظْم,dictionaries_master,term,,high,234ef5844820a0735f638fc708bd4e19
ostomates$ostomy,لاحقة بمعنى الفَغْر,dictionaries_master,term,,high,e66f24d49e571916db75e99baeffc2ae
otoplasty,رأب,dictionaries_master,term,,high,e66e2956298848af2dd0875a4d22d6db
oulectomy,اسْتِئْصالُ النَّدَبَة,dictionaries_master,term,,high,eb40f02ea8d845046af0689ce78ac0d3
oulitis,نَدْبِيُّ الشَّكْل,dictionaries_master,term,,high,58a51f134a2a1a71d1ce8a0cc10852a4
outpockets'ovario,سابقة بمعنى المَبِيْض,dictionaries_master,term,,high,b2a7dbc75fb92ca0df4040e06908b6d1
ovalocyte,كُرَيَّةٌ إِهْليلَجِيَّة,dictionaries_master,term,,high,45dddf1da15a82c3f1a4a328f8ed5e7d
ovarialgia,أَلَمُ المَ,dictionaries_master,term,,high,d1aabff4aa66562bd53ea20e101de126
ovarianism+hypoacidity,نَقْصُ الحُموضَة,dictionaries_master,term,,high,45579327a82622d96972d4756af262fa
ovariocele,قِيلَةٌ مَبيضِيَّة,dictionaries_master,term,,high,2c0d1b0084ff29e42e5a73608727f0f7
ovariopexy,تَثْبيتُ المَ,dictionaries_master,term,,high,c9d73d0237e6879788412911c3ca29f8
ovariotomy,بَضْعُ المَ,dictionaries_master,term,,high,573fbfe2352139119986e3193d149a8b
ovariotomy>salpingocatheterism,قَثْطَرَةُ النَّ,dictionaries_master,term,,high,431b517abfa7552e19f2b8db7f9c0b9c
ovaripriva-arthropathic,عَليلُ المَفاصِل,dictionaries_master,term,,high,37ae7b4d6df2b3038bb8eb3a45cfe62d
ovariti,المَبِيضُ الذَّكَرِيّ,dictionaries_master,term,,high,65a1086dfc3937454fdb0f8bc4637b7d
ovaritiss>ovarium masculinum,المَبِيضُ الذَّكَرِيّ,dictionaries_master,term,,high,99c5f9cbe449a18bfa106b8fb8430c1f
overdoingoverdoes>overdose,اسْم : جرعة,dictionaries_master,term,,high,60001d3cbfb500cdc90521a734d0ecde
overdosage,تَعَاطِي جُرْعَةٍ مُفْرِطَة,dictionaries_master,term,,high,b058c52f9e74c2c6d263ecbf1c393cb5
ozonometer,مِقْياسُ,dictionaries_master,term,,high,2bdfe84c3e26d7bc9da93ef1f80daa2a
Alzheimer's neurofibrillary change,تبدل آلزهايمر العصبي الليفي تغيرات في الألياف العصبية في داء,dictionaries_master,term,,high,49f58beda98e0e08e3be2f54d8a8a18f
Hektoe Kretschmer an Welker protein,بروتين هكتون و كرتشمر و ويلكر بروتين يظهر في البول في بعض,dictionaries_master,term,,high,8a708f81e9c77c5c6b4319f46756d19d
Jacobs locking hook spinal rod technique,طريقة النبوت (القضيب) الفقري بصنارة محبسية (قفلية ) بحسب,dictionaries_master,term,,high,b6580fea3e5303d1d926ae04ac878757
Krempe-Silve-Sotelo nonunion operation,جراحة عدم الانجبار (عدم الاندمال) بحسب كريمبين - سيلفر -,dictionaries_master,term,,high,fa860faa9533c6db8d70af258c35c76c
"p,insulin coma therapy (insulin shock therapy)",المعالجة بالغيبوبة الإنسولينية المعالجة بالصدمة,dictionaries_master,term,,high,1f0d9b2f58f774027772fbdcc7c608cc
p-epidemic neuraxitis (encephalitis lethargica),التهاب الجهاز العصبي المركزي الوبائي التهاب الدماغ,dictionaries_master,term,,high,175ed21b91f3086776257408b51ee403
p. ogivalep. optica retinare NA,الجزء البصري,dictionaries_master,term,,high,2bfac4e4dabdd50131ede438fa85d5fb
p.cerebral,تصوير الدماغ,dictionaries_master,term,,high,a92b9505a39a2b47b2ce82a380a05046
p.embolic,ذات الرئة,dictionaries_master,term,,high,18a6857adbcd85c6758390bdf55750da
p.lobular,ذات الرئة,dictionaries_master,term,,high,756e24ecd6ffbb83216cf83d18bc2c9d
p.meningococcic meningitis (cerebrospinal fever),التهاب السحايا بالمكورات السحائية الحمى الدماغية,dictionaries_master,term,,high,362aa8060d77d7fc4759218afd1838ca
d Quervain's thyroiditis (subacute thyroiditis),التهاب الدرقية المنسوب لكورفان التهاب الدرقية دون,dictionaries_master,term,,high,08cce4bca43783c7a1b5346c0f0747f4
Iceland disease (benign myalgic encephalomyelitis),داء أيسلندة التهاب الدماغ والنخاع الحميد المؤلم,dictionaries_master,term,,high,9e47a16fb1081f91dcbcc081d148f0f5
Ingra-Canl-Beaty epiphyseal-metaphyseal osteotomy,قطع العظم الكردوسي المشاشي بحسب إنجرام - كانل -,dictionaries_master,term,,high,42d216c2bb7605afb4d9abde55ae681b
Mandelbau-Nartolozz-Carney patellar tendon repair,اصلاح الوتر الرضفي بحسب ماندباوم - نارتولوزي -,dictionaries_master,term,,high,a5a58538108998247ac6ba64fb0ec5a9
Bacillus bronchisepticu(Bordetella bronchiseptica),العصوية المنتنة للقصبات البورديتيلة المنتنة,dictionaries_master,term,,high,ccd6729effe5312e142eed77c69015d7
hygienic laboratory coefficient (phenol coefficient),المعامل التصححي في المختبرات معامل الفينول,dictionaries_master,term,,high,16d9b44552bfa166a137e5c41bade6d4
infectious polyneuritis (acute febrile polyneuritis),التهاب الأعصاب العدوائي التهاب الأعصاب الحموي,dictionaries_master,term,,high,b15fe3991fa0c995a9bd0f5cfdf6fb02
intrahepatic cholangiojejunostomy (portoenterostomy),مفاغرة صفراوية صائمية داخل الكبد مفاغرة بابية,dictionaries_master,term,,high,acc3b488f8970cbc7a964c8e989dd3a0
PTCA (percutaneous transluminal coronary angioplasty),مختصر رأب الشرايين التاجية عبر اللمعة وبطريق,dictionaries_master,term,,high,696ab43540c0df06d1059c46b83a34fd
Theiler's mouse encephalomyeliti(Theiler's disease),التهاب الدماغ و النخاع الفأري بحسب تايلر داء,dictionaries_master,term,,high,490abbfc5fd9c0a5c88ebad6dc442c51
dilator muscle of naris (pars alaris musculi nasalis),العضلة الموسعة للمنخر الجزء الجناحي للعضلة,dictionaries_master,sentence,,high,5254cb673d7000e3cc7b1e4666485961
melanosis circumscripta preblastomatosis o Dubreuilh,التملن المتحدد الورمي الأرومي الطبيعي بحسب,dictionaries_master,term,,high,7ac94f7fa5b6c91782350a585615f705
Teschen disease (infectious porcine encephalomyelitis),داء تيشين التهاب الدماغ والنخاع الخنزيري,dictionaries_master,term,,high,2ab118e911e955661c0390fb19582eb3
margo posterior pancreatis (margo inferior pancreatis),الحافة الخلفية للبنكرياس الحافة السفلية,dictionaries_master,term,,high,a3e5305e7bc86c9371fb9ab1884cd84c
membranous nephropathy (membranous glomerulonephritis),اعتلال الكلية الغشائي التهاب كبيبات الكلى,dictionaries_master,term,,high,94a075c0ca89dc53052721c513c18c63
