en	ar	section	type	source
pulmonary nodule	عُقَيْدة رئوية	COMMON ENTRIES	term	WHO_UMD
pulmonary oxygen toxicity	تَسَمُّم الرِّئَة بالأُكْسِجِين	CHEST, PULMONARY AND CARDIOTHORATIC SURGERY	phrase	WHO_UMD
pulmonary regurgitation	ارتجاع في الصمام الرئوي	COMMON ENTRIES	phrase	WHO_UMD
pulmonary renal syndrome	مُتلازِمَة رِئَوِيَّة كُلَوِيَّة	CHEST, PULMONARY AND CARDIOTHORATIC SURGERY	phrase	WHO_UMD
pulmonary valve	الصِّمامِ الرِّئَوِيّ	CHEST, PULMONARY AND CARDIOTHORATIC SURGERY	term	WHO_UMD
pulmonary vascular resistance	مقاومة الأوعية الرئوية	CHEST, PULMONARY AND CARDIOTHORATIC SURGERY	phrase	WHO_UMD
pulmonary vascular resistance (PVR)	مُقاوَمَةٌ الأوعيَة الرِّئَوِيَّة	CHEST, PULMONARY AND CARDIOTHORATIC SURGERY	phrase	WHO_UMD
pulmonary vein	وَرِيد رِئَوِي	CHEST, PULMONARY AND CARDIOTHORATIC SURGERY	term	WHO_UMD
pulmonary wedge pressure (PWP)	الضَّغْطُ الإِسْفِيْنِيُّ الرِّئَوِي	CHEST, PULMONARY AND CARDIOTHORATIC SURGERY	phrase	WHO_UMD
pulmonary Wegener’s granulomatosis	وُرامٌ حُبَيبِيٌّ وِيغْنِرِيّ رِئَويّ	CHEST, PULMONARY AND CARDIOTHORATIC SURGERY	phrase	WHO_UMD
pulpaceous	لُبِّيّ	COMMON ENTRIES	term	WHO_UMD
pulpitis	التِهاب اللُّبِّ	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
pulsatile assist device (PAD)	جِهَاز نبضيّ مُسَاعِد	CARDIOLOGY AND CADIOVASCULAR SURGERY	phrase	WHO_UMD
pulsatility index	مَنْسَب النَّبْض	CARDIOLOGY AND CADIOVASCULAR SURGERY	term	WHO_UMD
pulse height analyzer	جهاز تحليل ارْتِفَاع النَّبْض	PHYSIATRICS AND PHYSICAL MEDICINE	phrase	WHO_UMD
pulse MR	رَنِين مَغنَاطِيسِي نَبْضِيّ	PHYSIATRICS AND PHYSICAL MEDICINE	phrase	WHO_UMD
pulse oximeter	مقياس الأكسجين والنبض	COMMON ENTRIES	phrase	WHO_UMD
pulse oximeter	مِقْياسُ التَّأَكْسُج النَّبْضِيّ	PHYSIATRICS AND PHYSICAL MEDICINE	phrase	WHO_UMD
pulse oximeter	مقياس النبض والأكسجين	ANESTHESIOLOGY	phrase	WHO_UMD
pulse point	نُقْطَة جَسِّ النَّبْض	PHYSIATRICS AND PHYSICAL MEDICINE	phrase	WHO_UMD
pulse polarography	مخطط قطبي للنبض	COMMON ENTRIES	phrase	WHO_UMD
pulse rate	سُرْعَةُ النَّبْض	PHYSIATRICS AND PHYSICAL MEDICINE	term	WHO_UMD
pulse repetition frequency	تواتر إعادة النبضان	CARDIOLOGY AND CADIOVASCULAR SURGERY	phrase	WHO_UMD
pulse repetition frequency (PRF)	تَرَدُّد تِكْرَار النَّبْض	PHYSIATRICS AND PHYSICAL MEDICINE	phrase	WHO_UMD
pulse sequence	مُتَتالِيَّة نَبْضِيَّة	PHYSIATRICS AND PHYSICAL MEDICINE	term	WHO_UMD
pulsed Doppler	دُوبلَر نَبضِيّ	RADIOLOGY AND DIAGNOSTIC TECHNOLOGY	term	WHO_UMD
pulsed laser	لِيزر نَبْضِي	PHYSIATRICS AND PHYSICAL MEDICINE	term	WHO_UMD
pulsed radio frequency	التواتر النبضي الراديوي	COMMON ENTRIES	phrase	WHO_UMD
pulse-echo response profile	مُرْتَسَم اسْتِجَابة النَّبض-الصَدَى	PHYSIATRICS AND PHYSICAL MEDICINE	phrase	WHO_UMD
pulse-echo ultrasound	فَوق الصَّوت النَّبْض- الصَدَى	PHYSIATRICS AND PHYSICAL MEDICINE	phrase	WHO_UMD
pulseless electrical activity	نشاط كهربي دون نبضان	CARDIOLOGY AND CADIOVASCULAR SURGERY	phrase	WHO_UMD
pulseless electrical activity (PEA)	نَشَاط كَهْرَبِيّ بلا نَبْض	PHYSIATRICS AND PHYSICAL MEDICINE	phrase	WHO_UMD
pulser	مُثِير النَّبْض	PHYSIATRICS AND PHYSICAL MEDICINE	term	WHO_UMD
pulvule	بولفول	COMMON ENTRIES	term	WHO_UMD
pump bulb	مضخة بصلية الشكل	ANESTHESIOLOGY	phrase	WHO_UMD
punch forceps	المِلقط الخارِم	SURGERY	term	WHO_UMD
punch forceps	مِلْقَطُ التثقيب	SURGERY	term	WHO_UMD
punch marking	علامة ثقبية	REHABILITATION	term	WHO_UMD
punchdrunk syndrome	مُتَلازِمَة المُلاكمة	NEUROLOGY	term	WHO_UMD
punctal	نقطيّ	COMMON ENTRIES	term	WHO_UMD
punctal occlusion	غلق النقطة الدمعية	COMMON ENTRIES	phrase	WHO_UMD
punctal occlusion	انغلاق نقطي	PATHOLOGY	term	WHO_UMD
punctal plug	سدادة النقطة الدمعية	COMMON ENTRIES	phrase	WHO_UMD
punctal stenosis	تضييق النقطة الدمعية	COMMON ENTRIES	phrase	WHO_UMD
punctate	مُنَقَّط	COMMON ENTRIES	term	WHO_UMD
punctiform	نُقْطِيُّ الشَّكْل	COMMON ENTRIES	term	WHO_UMD
punctum	نُقطَة	PHYSIATRICS AND PHYSICAL MEDICINE	term	WHO_UMD
puncture of the antrum	ثَقْبُ الغَار	ANATOMY	phrase	WHO_UMD
pupil diameter	قطر الحدقة	OPHTHALMOLOGY AND OPTICS	term	WHO_UMD
pupil dilation	توسُّع الحدقة	OPHTHALMOLOGY AND OPTICS	term	WHO_UMD
pupillary distance	المسافة بين الحدقتين	OPHTHALMOLOGY AND OPTICS	phrase	WHO_UMD
pupillary ruff	الطَّوْق الحَدَقِيّ	COMMON ENTRIES	term	WHO_UMD
pupillary seclusion	التصاقات الحدقة	COMMON ENTRIES	term	WHO_UMD
pupils equal	حدقتان متساويتان	OPHTHALMOLOGY AND OPTICS	term	WHO_UMD
pupils react to accommodation	حدقتان متفاعلتان للمطابقة	OPHTHALMOLOGY AND OPTICS	phrase	WHO_UMD
pupils react to light	حدقتان متفاعلتان للضوء	OPHTHALMOLOGY AND OPTICS	phrase	WHO_UMD
pupils round	حدقتان مستديرتان	OPHTHALMOLOGY AND OPTICS	term	WHO_UMD
pure neuritis	التهاب عصب صرف	COMMON ENTRIES	phrase	WHO_UMD
purine-low diet	نِظامٌ غِذائِيٌّ مُنخَفِض البُورين	NUTRITION AND DIETETICS	phrase	WHO_UMD
purinergic	بيوريني الفعل	COMMON ENTRIES	term	WHO_UMD
purpose-built for the office	بنيت خصيصاً للمكتب	ANTHROPOLOGY AND ANTHROPOMETRICS	phrase	WHO_UMD
purposeful activity	فَعَّالِيَة قَصْدِيَّة	COMMON ENTRIES	term	WHO_UMD
purposive sampling	اعتيان قصديّ	BIOSTATISTICS	term	WHO_UMD
pursed	مغلق	COMMON ENTRIES	term	WHO_UMD
pursed-lip breathing	تَنَفُّس بشَفَتِين مَرصُوصَتَين	COMMON ENTRIES	phrase	WHO_UMD
purulent diarrhea	اسْهَال قَيْحِيّ	GASTROENTEROLOGY	term	WHO_UMD
pus in urine	قَيْح في البُول	NEPHROLOGY	phrase	WHO_UMD
push off	توقف الدفع	REHABILITATION	term	WHO_UMD
pzi	بروتامين زنك إنسولين	TAXONOMY, NOSOLOGY AND CLASSIFICATION	phrase	WHO_UMD
qt (=quart)	رمز الكوارْت	GENERAL	term	WHO_UMD
quack	البطيطة	COMMON ENTRIES	term	WHO_UMD
quad cane	عَصا رُباعِيَّةُ القَوائِم	COMMON ENTRIES	phrase	WHO_UMD
quad coughing	سُعالٌ بالمُساعَدَة	COMMON ENTRIES	term	WHO_UMD
quadrangular bandage	ضِمادَ مُرَبَّع	COMMON ENTRIES	term	WHO_UMD
quadrant streak	ثَلَمٌ رُبْعيّ	COMMON ENTRIES	term	WHO_UMD
quadrantectomy	اِسْتِئْصالُ رُبْع الثَّدْي	SURGERY	phrase	WHO_UMD
quadriceps femoris	العَضَلَةُ الرُّباعِيَّةُ الرُّؤوسِ الفَخِذِيَّة	ANATOMY	phrase	WHO_UMD
quadrigeminal plate	صفيحة رباعية التوائم	COMMON ENTRIES	phrase	WHO_UMD
quadrilateral socket	تَجْويْفٌ مُرَبَّع	REHABILITATION	term	WHO_UMD
quadripod stick	عصا رباعية القدام	COMMON ENTRIES	phrase	WHO_UMD
quadruplet pregnancy	حمل بأربعة توائم	OBSTETRICS AND GYNECOLOGY	phrase	WHO_UMD
quadrupole mass filter	مُرَشِّحٌ رُباعيُّ الأَقْطاب للكُتل	PHYSIATRICS AND PHYSICAL MEDICINE	phrase	WHO_UMD
quagga	الكواغة	ZOOLOGY	term	WHO_UMD
quale	جودة	COMMON ENTRIES	term	WHO_UMD
qualified	مُؤَهَّل	HEALTH SERVICES	term	WHO_UMD
qualitative	نَوْعِيّ	COMMON ENTRIES	term	WHO_UMD
qualitative analysis	تَحْليلٌ نَوْعِيّ	BIOCHEMISTRY AND CHEMISTRY	term	WHO_UMD
qualitative clinical study	دراسة سريرية نوعية	BIOSTATISTICS	phrase	WHO_UMD
qualitative data	مُعْطَياتٌ نَوْعِيَّة	BIOSTATISTICS	term	WHO_UMD
qualitative melanin test	الاِخْتِبارُ النَوْعِيّ للميلانين	COMMON ENTRIES	phrase	WHO_UMD
qualitative research	البحوث الكيفية	BIOSTATISTICS	term	WHO_UMD
qualitative test	اختبار كَيْفي أو نوعى	MEASURES	phrase	WHO_UMD
quality assessment measures	إجراءات تَقْييم الجَوْدَة	COMMON ENTRIES	phrase	WHO_UMD
quality assessment system	نظام تقييم الجودة	BIOSTATISTICS	phrase	WHO_UMD
quality control	ضبط الجودة	BIOSTATISTICS	term	WHO_UMD
quality management	إِدارةُ الجَوْدَة	COMMON ENTRIES	term	WHO_UMD
quality monitoring	مراقبة الجَوْدَة	COMMON ENTRIES	term	WHO_UMD
quality of care	جودة الرعاية	BIOSTATISTICS	phrase	WHO_UMD
quality of life	جودة الحياة	WHO MANAGERIAL TERMS	phrase	WHO_UMD
quality of life	نَوْعِيَّةُ الحَيَاة	BIOSTATISTICS	phrase	WHO_UMD
quality of life index	منسب جودة الحياة	COMMON ENTRIES	phrase	WHO_UMD
quality-adjusted life expectancy (QALE)	مأمول الحياة المُصَحَّح وفق النَّوْعِيَّة	BIOSTATISTICS	phrase	WHO_UMD
quality-adjusted life years (QALYs)	سنوات العمر المُصَحَّحة وفق جودة الحياة	BIOSTATISTICS	sentence	WHO_UMD
quantal effect	أثر كًمِّي	BIOSTATISTICS	term	WHO_UMD
quantiles	كَمَيَّاتٌ جُزّئيَّة	BIOSTATISTICS	term	WHO_UMD
quantitative ability	القُدْرَةُ الكَمِيَّة	PSYCHIATRY AND PSYCHOLOGY	term	WHO_UMD
quantitative computed tomography	تصوير مقطعي كمِّيّ بالحاسوب	RADIOLOGY AND DIAGNOSTIC TECHNOLOGY	phrase	WHO_UMD
quantitative computed tomography	تصوير مقطعي مُحَوْسَب كَمِّيّ	COMMON ENTRIES	phrase	WHO_UMD
quantitative computed tomography (QCT)	التَّصْويرُ المَقْطَعيُّ الكمِّيُّ المُحَوْسَب	RADIOLOGY AND DIAGNOSTIC TECHNOLOGY	phrase	WHO_UMD
quantitative data	مَعْطَياتٌ كَمِيَّة	BIOSTATISTICS	term	WHO_UMD
quantitative measurements	قياسات كمية	ANTHROPOLOGY AND ANTHROPOMETRICS	term	WHO_UMD
quantitative research	بحوث كَمِّيَّة	COMMON ENTRIES	term	WHO_UMD
quantitative ultrasound	تصوير كَمِّيّ فائِق الصَّوت	PHYSIATRICS AND PHYSICAL MEDICINE	phrase	WHO_UMD
quantitive variable	متغير كمّيّ في الدراسة السريرية	BIOSTATISTICS	phrase	WHO_UMD
quantum field theory	نظرية الحقل الكموميّ	COMMON ENTRIES	phrase	WHO_UMD
quantum libet	بالقدر المرغوب	PHARMACEUTICAL PREPERATIONS	term	WHO_UMD
quantum mechanics	آليات كمومية	COMMON ENTRIES	term	WHO_UMD
quantum vis	كما تريد	PHARMACEUTICAL PREPERATIONS	term	WHO_UMD
quaque die	كل يوم	PHARMACEUTICAL PREPERATIONS	term	WHO_UMD
quaque hora	كل ساعة	PHARMACEUTICAL PREPERATIONS	term	WHO_UMD
quaque octa hora	كل ثمان ساعات	PHARMACEUTICAL PREPERATIONS	phrase	WHO_UMD
quaque quarta hora	كل أربع ساعات	PHARMACEUTICAL PREPERATIONS	phrase	WHO_UMD
quaque secunda hora	كل ساعتين	PHARMACEUTICAL PREPERATIONS	phrase	WHO_UMD
quaque sex hora	كل ست ساعات	PHARMACEUTICAL PREPERATIONS	phrase	WHO_UMD
quaque tertia hora	كل ثلاث ساعات	PHARMACEUTICAL PREPERATIONS	phrase	WHO_UMD
quarantine	حَجْر صِحِّيّ	BIOSTATISTICS	term	WHO_UMD
quarantine act	قانون الحجر الصحي	INFECTIOUS DISEASES	phrase	WHO_UMD
quart	ربع	MEASURES	term	WHO_UMD
quartile deviation	انحراف ربعيّ	MEASURES	term	WHO_UMD
quartz crystal therapy	المُعالجةُ ببِلَّوْرات الكوارتز	TRADITIONAL MEDICINE, FOLK MEDICINE	phrase	WHO_UMD
quasi-experiment	تجربة جزئية	BIOSTATISTICS	term	WHO_UMD
quasi-experiment	تجربة غير كامِلَة، تجربة جزئية	BIOSTATISTICS	phrase	WHO_UMD
quasi-experimental	دراسة سريرية شبه اختبارية	BIOSTATISTICS	phrase	WHO_UMD
quasispecies	أَنْواعٌ مُتَشابهَة جُزْئياً	VIROLOGY	phrase	WHO_UMD
quaternary ammonium derivative	مُشْتَقٌّ رُباعيُّ الأَمونيُوم	BIOCHEMISTRY AND CHEMISTRY	phrase	WHO_UMD
queer gender identity	هوية جندرية اغترابية	SEXOLOGY	phrase	WHO_UMD
queer identity	هوية اغترابية	SEXOLOGY	term	WHO_UMD
queer orientation	توجُّه اغترابيّ	SEXOLOGY	term	WHO_UMD
questionnaire	استبانة دراسة سريرية	BIOSTATISTICS	phrase	WHO_UMD
quetelet's index	مَنْسَب كويتيلة	BIOSTATISTICS	term	WHO_UMD
quetiapine	كويتِيَابين	NEUROLOGY	term	WHO_UMD
queueing theory	نَظَرِية الطَّوابيرْ، نظرية الانتظار	BIOSTATISTICS	phrase	WHO_UMD
quick and dirty method	طريقة سريعة وغير موثوقة (قذرة)	COMMON ENTRIES	phrase	WHO_UMD
quick connect	وَصْلةٌ سَريعَة	COMMON ENTRIES	term	WHO_UMD
quick relievers	أدوية الراحة السريعة	CHEST, PULMONARY AND CARDIOTHORATIC SURGERY	phrase	WHO_UMD
quiet alert	يَقِظٌ وهادِئ	PEDIATRICS	term	WHO_UMD
quill	عرق الريشة	ZOOLOGY	term	WHO_UMD
quinoidine	كينودين	PHARMACOLOGY AND THERAPEUTICS	term	WHO_UMD
quintan	خِمْس	COMMON ENTRIES	term	WHO_UMD
quinupristin	كوينُوبريستين	PHARMACEUTICAL PREPERATIONS	term	WHO_UMD
quirk	هوس	COMMON ENTRIES	term	WHO_UMD
quitting	ترك	COMMON ENTRIES	term	WHO_UMD
quiver	رَجَفان	COMMON ENTRIES	term	WHO_UMD
quod vide	المظهر	PHARMACEUTICAL PREPERATIONS	term	WHO_UMD
quota sampling	اعِتَيان حُصَصِيّ	BIOSTATISTICS	term	WHO_UMD
quoties opus sit	كلما لزم الأمر	PHARMACEUTICAL PREPERATIONS	phrase	WHO_UMD
readiness for enhanced fluid balance	الاستعداد لتَعزِيز تَوازُنُ السَّوائِل	NURSING, MIDWIFERY AND TOCOLOGY	phrase	WHO_UMD
readiness for enhanced organized infant behavior	الاستعداد للسلوك الطفولي المنظم والمعزز	BEHAVIORAL MEDICINE	sentence	WHO_UMD
reflex urinary incontinence	سَلَسُ البَوْلِ الاِنْعِكاسِيّ	NURSING, MIDWIFERY AND TOCOLOGY	phrase	WHO_UMD
redbody (redgland)	الجسم الأحمر	BIOLOGY	term	WHO_UMD
risk for aspiration	خَطَرُ الاِسْتِنْشَاق	GENERAL	phrase	WHO_UMD
risk for compromised human dignity	خَطَرُ الإِضْرارِ بالكرامَةِ الإِنْسانيَّة	GENERAL	phrase	WHO_UMD
risk for disproportionate growth	خَطَرُ النموِّ غير المُتَناسِب	NURSING, MIDWIFERY AND TOCOLOGY	phrase	WHO_UMD
risk for impaired liver function	خَطَرُ اِختلال وَظائِف الكَبِد	GASTROENTEROLOGY	phrase	WHO_UMD
risk for loneliness	خَطَرُ الشُّعُور بالوحدَة	PSYCHIATRY AND PSYCHOLOGY	phrase	WHO_UMD
risk for posttrauma syndrome	خَطَر التعرُّض للمُتَلازِمَة التَالِيَة للرَّضّ	NURSING, MIDWIFERY AND TOCOLOGY	phrase	WHO_UMD
risk for Powerlessness	خَطَر الضُعْف	NURSING, MIDWIFERY AND TOCOLOGY	phrase	WHO_UMD
risk for relocation stress syndrome	خطر الإصابة بمُتَلازِمَة تَوَتُّر الاِنْتِقال	NURSING, MIDWIFERY AND TOCOLOGY	phrase	WHO_UMD
risk for self-mutilation	خَطَرُ التَشْوِيه للذَاتِ	GENERAL	phrase	WHO_UMD
rhabdomyoma	ورمُ العَضَلِ الـمخطَّط	ONCOLOGY	phrase	WHO_UMD
rhe	رِي	MEASURES	term	WHO_UMD
rhegmatogenous retinal detachment	انْفِصالُ الشَّبَكِيَّة التّمَزُّقِيّ	OPHTHALMOLOGY AND OPTICS	phrase	WHO_UMD
rhenium	رينيوم	BIOCHEMISTRY AND CHEMISTRY	term	WHO_UMD
rheoelectroencephalograph	مُخطَّطُ تَيَّارِ الدَّمِ الكَهْرَبِيّ	NEUROLOGY	phrase	WHO_UMD
rheoencephalogram	صُورَة الدِّمَاغ الكَهْرَبِيَّة	NEUROLOGY	phrase	WHO_UMD
rheogram	مخطَّطُ الجَرَيان	COMMON ENTRIES	term	WHO_UMD
rheometry	قِيَاس الجَرَيَان	COMMON ENTRIES	term	WHO_UMD
rhestocythemia	وجودُ خلايا الدم الحمراء المتكسِّرة في الدم	HEMATOLOGY	sentence	WHO_UMD
rheumatoid arthritis latex test	اختبار اللاتكس في التهاب المفاصل الروماتويدي	RHEUMATOLOGY	sentence	WHO_UMD
rheumatoid coronary arteritis	الْتِهابُ الشَّرَايِيْنِ التَّاجِيَّة الرُّوماتويديّ	CARDIOLOGY AND CADIOVASCULAR SURGERY	phrase	WHO_UMD
rheumatoid factor (RF) test	اخْتِبَار العامِل الرُّوماتويديّ	RHEUMATOLOGY	phrase	WHO_UMD
rho	رو	COMMON ENTRIES	term	WHO_UMD
rhoencephalography	تخطيطُ المعاوقة الدماغيَّة	NEUROLOGY	phrase	WHO_UMD
rhomboidal sinus	الجَيْب المُعَيَّنِيّ	ANATOMY	term	WHO_UMD
rhomboideus major	العَضَلَةُ المُعَيَّنِيَّةُ الكَبيرَة	ANATOMY	phrase	WHO_UMD
rhomboideus minor	العَضَلَةُ المُعَيَّنِيَّةُ الصَّغِيرَة	ANATOMY	phrase	WHO_UMD
rhythm method	طَرِيقَة النَّظْم	COMMON ENTRIES	term	WHO_UMD
rhytidectomy	شذُ الجلد	COMMON ENTRIES	term	WHO_UMD
rxn, RXN	رَمْز تفاعل دَوَائِيّ.	ABBREVIATIONS	phrase	WHO_UMD
sociology of epidemiology	وبائيات علم الاجتماع	BIOSTATISTICS	phrase	WHO_UMD
smack	هِيروين	GENERAL	term	WHO_UMD
small amount	كمية ضئيلة	COMMON ENTRIES	term	WHO_UMD
small bowel	الأمعاء الدقيقة	COMMON ENTRIES	term	WHO_UMD
small bowel follow-through (SBF) test	اخْتِبَار المُتَابَعَة عَبْر الأَمْعَاء الدَّقِيقَة	GENERAL	phrase	WHO_UMD
small box	صندوق صغير	COMMON ENTRIES	term	WHO_UMD
small box concept	مفهوم الصندوق الصغير	COMMON ENTRIES	phrase	WHO_UMD
small for dates	صغير نسبة لعمر الحمل	OBSTETRICS AND GYNECOLOGY	phrase	WHO_UMD
small for gestational age	صغير نسبة لعمر الحمل	OBSTETRICS AND GYNECOLOGY	phrase	WHO_UMD
small for gestational age (SGA) infant	رَضِيع صَغِير بالنِّسْبَة لِعُمْر الحَمْل	GENERAL	sentence	WHO_UMD
small saphenous vein	الوَرِيد الصَّافِن الصَّغِير	GENERAL	phrase	WHO_UMD
small sciatic nerve	العَصَبُ الوَرِكِيُّ الصَّغير	GENERAL	phrase	WHO_UMD
smallest cardiac vein	الأَورِدَةُ القَلْبِيَّة الأَصْغَر	GENERAL	phrase	WHO_UMD
small-for-dates	جنين صغير- نسبة- لتاريخ الحمل	TAXONOMY, NOSOLOGY AND CLASSIFICATION	phrase	WHO_UMD
smallpox vaccine	لِقاح الجُدَرِيّ	GENERAL	term	WHO_UMD
smallpox virus	فَيْروس الجُدَرِيّ	GENERAL	term	WHO_UMD
smear infection	عدوى اللطخة	COMMON ENTRIES	term	WHO_UMD
smog	ضَبابٌ َدُخانيّ	GENERAL	term	WHO_UMD
smokeless tobacco	تَبْغ بِلادُخَان	GENERAL	term	WHO_UMD
smoking cessation assistance	المساعدة على الإقلاع عن التدخين	GENERAL	phrase	WHO_UMD
smoking cessation behavior	سُلُوك الإقلاع عَن التَّدْخِين	GENERAL	phrase	WHO_UMD
smooth chorion	المَشيماء المَلْسَاء	GENERAL	term	WHO_UMD
smooth muscle relaxant	مُرْخٍ للعَضَلات المَلْسَاء	GENERAL	phrase	WHO_UMD
smooth pursuit eye movement	حَرَكَة عَيْن تَتَبُعِيَة نَاعِمَة	GENERAL	phrase	WHO_UMD
smooth surface cavity	جَوْف أَمْلَس السَّطْح	GENERAL	phrase	WHO_UMD
smoothing	تنعيم	REHABILITATION	term	WHO_UMD
smudge cell	خَليّة لَطْخِيَّة	GENERAL	term	WHO_UMD
slander	تَشْهِير	GENERAL	term	WHO_UMD
slant of occlusal plane	مَمَال المُسْتَوَى الإِطْباقِيّ	GENERAL	phrase	WHO_UMD
slaughterhouse	مسلخ	COMMON ENTRIES	term	WHO_UMD
sled	زلاجة للتزحلق	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
sleep deprivation	حِرْمان من النَّوم	GENERAL	phrase	WHO_UMD
sleep enhancement	تَعْزِيز النَّوْم	GENERAL	term	WHO_UMD
sleep rhythm	نظم النوم	COMMON ENTRIES	term	WHO_UMD
sleep studies	دِرَاسَات النَّوْم	GENERAL	term	WHO_UMD
sleep terror disorder	اضْطِراب الرُّعْب النَّوْمِيّ	GENERAL	phrase	WHO_UMD
sleep terrors	الفَزْعَاتُ أَثْنَاءَ النَوْم	PSYCHIATRY AND PSYCHOLOGY	phrase	WHO_UMD
sleep-eze	سليب-إيز	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
sleeping sickness	داء النوم	NEUROLOGY	term	WHO_UMD
sleep-wake schedule disorder	اضْطِرَاب مَواعِيد النَّوم-اليَقَظَة	GENERAL	phrase	WHO_UMD
sleeve flap	ثنيات الأكمام	SURGERY	term	WHO_UMD
sleeve suspension	تعليق الكُمّ	REHABILITATION	term	WHO_UMD
slender	نحيل	COMMON ENTRIES	term	WHO_UMD
slice sensitivity profile	برُوفايل حَسَاسِيَّة الشَّرِيحَة	GENERAL	phrase	WHO_UMD
slide adapter	لؤمة انزلاقية	REHABILITATION	term	WHO_UMD
slide clamp	مِلْقط التزليق	GENERAL	term	WHO_UMD
slide forceps	مِلْقَطُ الشَرَائِح	LABORATORY MEDICINE	term	WHO_UMD
slide tracheoplasty	رَأْبُ الرُّغامَى التزليقيّ	GENERAL	phrase	WHO_UMD
sliding esophageal hiatal hernia	فَتْقٌ حِجَابِي مَرِيئِي انْزِلاقِي	GENERAL	phrase	WHO_UMD
sliding filaments	خُيُوط انْزِلاقِيَّة	GENERAL	term	WHO_UMD
sliding hiatal hernia	فَتْقٌ حِجَابِيّ انْزِلاقِيّ	GENERAL	phrase	WHO_UMD
sliding microtome	مِقْطاعٌ انزلاقي	LABORATORY MEDICINE	term	WHO_UMD
sliding transfer	تَحَرُّك انْزِلاقِي	GENERAL	term	WHO_UMD
slim disease	داءُ الإِنْهاك	INFECTIOUS DISEASES	term	WHO_UMD
slime mold	عفن لَزِج	COMMON ENTRIES	term	WHO_UMD
sling restraint	مُثَبِّت حَمَّال	GENERAL	term	WHO_UMD
slip-on blood pump	مِضَخَّة دَم دافعة	GENERAL	phrase	WHO_UMD
slipped femoral epiphysis	مُشاشَة فَخِذِيَّة مُنْزَلِقَة	GENERAL	phrase	WHO_UMD
slit diaphragm	حِجَاب الشِّقّ	GENERAL	term	WHO_UMD
slit scan radiography	تَصْويرٌ شُعَاعِي بالمسح الشِقِيّ	GENERAL	phrase	WHO_UMD
slit skin	شق في الجلد	COMMON ENTRIES	phrase	WHO_UMD
slit-lamp microscope	مِجْهَرُ المِصْبَاحِ الشِّقِّيّ	GENERAL	phrase	WHO_UMD
slit-ventricle syndrome	مُتَلازِمَة البُطَيْن الشِقِيّ	GENERAL	phrase	WHO_UMD
sloe	برقوق السياج	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
sloppy	رطب	COMMON ENTRIES	term	WHO_UMD
slow channel	قَنَاة بَطِيئَة	GENERAL	term	WHO_UMD
slow diastolic depolarization	زَوالُ الاسْتِقْطاب الانْبِسَاطِي البَطْيْء	GENERAL	phrase	WHO_UMD
slow pain	أَلَم بَطِيء	GENERAL	term	WHO_UMD
slow stroking	تَمْسِيد بَطِيء	GENERAL	term	WHO_UMD
slow vestibular stimulation	تَنْبِيه دِهْلِيزِي بَطِيء	GENERAL	phrase	WHO_UMD
slowly progressive disease	مرض بطيء التفاقم	COMMON ENTRIES	phrase	WHO_UMD
slow-reacting substance of anaphylaxis	تأق التفاعل البطيء لمادة	DERMATOLOGY	phrase	WHO_UMD
slow-reacting substance of anaphylaxis (SRS-A)	مَادَّة التحسس الفوري البَطِيئَة التَّفَاعُل	GENERAL	phrase	WHO_UMD
slow-response action potential	جُهْدُ الفِعْل البَطِيء الاسْتِجَابَة	GENERAL	phrase	WHO_UMD
slows reaction time	زمن التفاعل البطيء	COMMON ENTRIES	phrase	WHO_UMD
slow-twitch	نفضات بطيئة	NEUROLOGY	term	WHO_UMD
slow-twitch (ST) fiber	لِيف نَفْضيّ بَطِيء	GENERAL	phrase	WHO_UMD
slow-wave	موجة بطيئة	COMMON ENTRIES	term	WHO_UMD
slow-wave activity	نشاط بطيء الموجة	COMMON ENTRIES	phrase	WHO_UMD
slur	شتيمة	SEXOLOGY	term	WHO_UMD
sleeve gastrectomy	تكميم المعدة	SURGERY	term	WHO_UMD
sluice room	غرفة التصريف	NURSING, MIDWIFERY AND TOCOLOGY	term	WHO_UMD
skateboard	لوح التزلج	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
skeletal deformity	تَشَوُّه هيكلي	REHABILITATION	term	WHO_UMD
skeletal fluorosis	التَّسَمُّمُ الهَيْكَلِي بالفلُور	GENERAL	phrase	WHO_UMD
skeletal function	أَدَاء هَيْكَلِيّ	GENERAL	term	WHO_UMD
skeletal survey	مَسْح هَيْكَلِيّ	GENERAL	term	WHO_UMD
skeletal system	جِهَاز هَيْكَلِيّ	GENERAL	term	WHO_UMD
skeleton	الهَيْكَل العظمي	GENERAL	term	WHO_UMD
skepticism	التشكُّك	COMMON ENTRIES	term	WHO_UMD
skerljevo	سكيرلجيفو	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
skew flap	سديلة تجانُفية	REHABILITATION	term	WHO_UMD
skill play	لعب ماهر	GENERAL	term	WHO_UMD
skilled nursing facility	مرفق التمريض الماهر	NURSING, MIDWIFERY AND TOCOLOGY	phrase	WHO_UMD
